date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:57	373721/373721	---MC-	200	added ('OK')	image/jpeg	etag:%227f4f1554cfb8abae23d9d69851d3173d%22	https://framerusercontent.com/images/4mYEXU91rLBNKIW9k6hZh16l7Q.jpeg	C:/My%20Web%20Sites/website/framerusercontent.com/images/4mYEXU91rLBNKIW9k6hZh16l7Q.jpg	(from https://shawaiz.framer.ai/)
20:29:57	158693/158693	---MC-	200	added ('OK')	image/jpeg	etag:%22beab9c4b51199426905ff527931f14e5%22	https://framerusercontent.com/images/Dt17QrhVvyAkeeHFTzwt67ScPg8.jpeg	C:/My%20Web%20Sites/website/framerusercontent.com/images/Dt17QrhVvyAkeeHFTzwt67ScPg8.jpg	(from https://shawaiz.framer.ai/)
20:29:57	2252/2252	---MC-	200	added ('OK')	image/png	etag:%22dd815782cc70040758737ed17e5e84c6%22	https://framerusercontent.com/images/ay9QMj9AVG8gxBjilndTmDdmeQ.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/ay9QMj9AVG8gxBjilndTmDdmeQ.png	(from https://shawaiz.framer.ai/)
20:29:57	3755/3755	---MC-	200	added ('OK')	image/png	etag:%22ee77fb2474baf983ae342b13cee0d757%22	https://framerusercontent.com/images/SvTAZZonMqViqF7fP6GK7CWmL84.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/SvTAZZonMqViqF7fP6GK7CWmL84.png	(from https://shawaiz.framer.ai/)
20:29:57	3928/3928	---MC-	200	added ('OK')	image/png	etag:%220d8bf01f7eafe2cd978a90db5e88d562%22	https://framerusercontent.com/images/U1s9zT0tOtXbjdWvMrIgPFH0TyM.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/U1s9zT0tOtXbjdWvMrIgPFH0TyM.png	(from https://shawaiz.framer.ai/)
20:29:58	5944/5944	---MC-	200	added ('OK')	image/png	etag:%2261f1cb38d82a1cecc1973bd3a3084320%22	https://framerusercontent.com/images/MViiiLyIvL8tvy7d1XtOsM32o.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/MViiiLyIvL8tvy7d1XtOsM32o.png	(from https://shawaiz.framer.ai/)
20:29:58	4832/4832	---MC-	200	added ('OK')	image/png	etag:%225b663e7a20772a0ad42ad1f3999a92c1%22	https://framerusercontent.com/images/iP5FTKjb84EsPLiEwbrAY7NEy44.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/iP5FTKjb84EsPLiEwbrAY7NEy44.png	(from https://shawaiz.framer.ai/)
20:29:58	3762/3762	---MC-	200	added ('OK')	image/png	etag:%22d701cd81e15edc5e1e53bd5084f21450%22	https://framerusercontent.com/images/MnQFYNLxlgT4EvY2ctcJfHAXZA.png	C:/My%20Web%20Sites/website/framerusercontent.com/images/MnQFYNLxlgT4EvY2ctcJfHAXZA.png	(from https://shawaiz.framer.ai/)
20:30:00	265802/265802	---M-Z	200	added ('OK')	text/html	etag:%22bf0417e515a91b7876c993d69c10c7b9%22	https://shawaiz.framer.ai/blog/starting-a-career-in-web-design	C:/My%20Web%20Sites/website/shawaiz.framer.ai/blog/starting-a-career-in-web-design.html	(from https://shawaiz.framer.ai/)
20:30:00	265946/265946	---M-Z	200	added ('OK')	text/html	etag:%2291e169b07e104d14a7bf1ffa9ec9cf98%22	https://shawaiz.framer.ai/blog/create-a-landing-page-that-performs-great	C:/My%20Web%20Sites/website/shawaiz.framer.ai/blog/create-a-landing-page-that-performs-great.html	(from https://shawaiz.framer.ai/)
20:30:01	268947/268947	---M-Z	200	added ('OK')	text/html	etag:%2239fa2d658e30f45a49889b577b02fc84%22	https://shawaiz.framer.ai/blog/how-can-designers-prepare-for-the-future	C:/My%20Web%20Sites/website/shawaiz.framer.ai/blog/how-can-designers-prepare-for-the-future.html	(from https://shawaiz.framer.ai/)
20:30:02	460557/460557	---MC-	200	added ('OK')	image/jpeg	etag:%2201548464d570dffe33c939d4e2ebc930%22	https://framerusercontent.com/images/t4WTMJCeiIYjzCu3FuNQ583o.jpeg	C:/My%20Web%20Sites/website/framerusercontent.com/images/t4WTMJCeiIYjzCu3FuNQ583o.jpg	(from https://shawaiz.framer.ai/projects)
20:30:03	42347/42347	---MC-	200	added ('OK')	image/jpeg	etag:%2264441955c6babe130dd90410aaebace6%22	https://framerusercontent.com/images/QYuBadXuZMyXPEyAxGrVh7iNaU.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/QYuBadXuZMyXPEyAxGrVh7iNaU.jpg	(from https://shawaiz.framer.ai/projects)
20:30:04	265091/265091	---M-Z	200	added ('OK')	text/html	etag:%22c1f50c5c15dd324cfe065383bf2e3537%22	https://shawaiz.framer.ai/blog/building-a-navigation-component	C:/My%20Web%20Sites/website/shawaiz.framer.ai/blog/building-a-navigation-component.html	(from https://shawaiz.framer.ai/blog)
20:30:06	265969/265969	---M-Z	200	added ('OK')	text/html	etag:%2278fcb7b173dd383de6b6c22da9c795ac%22	https://shawaiz.framer.ai/blog/how-to-create-an-effective-design-portfolio	C:/My%20Web%20Sites/website/shawaiz.framer.ai/blog/how-to-create-an-effective-design-portfolio.html	(from https://shawaiz.framer.ai/blog)
20:30:10	2322596/2322596	---MC-	200	added ('OK')	image/jpeg	etag:%2256c8afae5df1d7955b5f8021f21c9793%22	https://framerusercontent.com/images/a70g11CzlnQYCTEi1c802r8x1CE.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/a70g11CzlnQYCTEi1c802r8x1CE.jpg	(from https://shawaiz.framer.ai/blog/starting-a-career-in-web-design)
20:30:19	4805374/4805374	---MC-	200	added ('OK')	image/jpeg	etag:%221c074b52eaa7c5d5cca58221bb9b1242%22	https://framerusercontent.com/images/SmKpJArNfpH0J4YgHNcqsyxuyEA.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/SmKpJArNfpH0J4YgHNcqsyxuyEA.jpg	(from https://shawaiz.framer.ai/blog/create-a-landing-page-that-performs-great)
20:30:19	1398353/1398353	---MC-	200	added ('OK')	image/jpeg	etag:%2274883d47897331c32f4318761c1c03b4%22	https://framerusercontent.com/images/X45kreSZsm5DFF2be6T8o6YaJAQ.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/X45kreSZsm5DFF2be6T8o6YaJAQ.jpg	(from https://shawaiz.framer.ai/blog/how-to-create-an-effective-design-portfolio)
20:30:20	2572469/2572469	---MC-	200	added ('OK')	image/jpeg	etag:%223bcdb1f45a2fc2f1e96b6c887df44233%22	https://framerusercontent.com/images/iwNXp5FbnVuonnC3boDtFbw8Mk.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/iwNXp5FbnVuonnC3boDtFbw8Mk.jpg	(from https://shawaiz.framer.ai/blog/how-can-designers-prepare-for-the-future)
20:30:20	4618127/4618127	---MC-	200	added ('OK')	image/jpeg	etag:%2273ab45d6baa3051e1e74c8cd59de3e5f%22	https://framerusercontent.com/images/zOWx0eEsJcZm7ntGp0RzPSjE00.jpg	C:/My%20Web%20Sites/website/framerusercontent.com/images/zOWx0eEsJcZm7ntGp0RzPSjE00.jpg	(from https://shawaiz.framer.ai/blog/building-a-navigation-component)
